address,city,city_state,description,item_url,property_sub_type_name,sale,size_summary,sublease,zip
"85 Boston Street, Everett, MA  02149",Everett,"Everett, MA","THE MASON is a new mixed-use development composed of approximately 10,600 square feet of street level retail as well as 714 units (330 in phase 1 and 384 in phase 2) situated along Vale Street in Everett, MA.

The impressive development project is currently underway and will create a new and dynamic retail hub in the heart of this flourishing submarket. The location provides urban workforce with a 5 minute walk to MBTA Silver Line and Commuter Rail, providing direct access to North Station, The Seaport, and South Station.

The Mason is adjacent to 209 residential units at The Pioneer and 692 residential units at the Vero.
Furthermore, the Stop & Shop lot across the street is approved for an additional 800 residential units.",https://bradvisors.com/listings/?propertyId=1014993-lease,Street Retail,False,"1,916 - 10,600 SF",False,02149
"1-30 Brattle Street, Cambridge, MA  02138",Cambridge,"Cambridge, MA","PREMIER FLAGSHIP RETAIL AVAILABLE IN THE HEART OF HARVARD SQUARE
At the entrance to Harvard Yard, The Abbot buildings are one of the most iconic buildings in Cambridge
Harvard Square is a worldwide destination attracting over 7 million annual visitors
Steps to Red Line T Station with over 217,000 weekday MBTA passengers

Type: Retail
Listing Status: Currently Marketing
Neighborhood: Harvard Square
Property Details: Available Fall 2020
Lease Rate: Negotiable",https://bradvisors.com/listings/?propertyId=842299-lease,Street Retail,False,"600 - 11,000 SF",False,02138
"50 Federal Street, Boston, MA  02110",Boston,"Boston, MA","Boston Realty Advisors is pleased to present 980-5,562 SF for lease and 3,094 SF Sublease at 50 Federal Street. Located in the heart of Boston’s Financial District, this 66.445 square foot, 10-story building overlooks the award-winning Post Office Square Park and is only steps away from countless amenities such as retail, dining, public transportation and parking.

The property is owned and managed by The Druker Company, Ltd.
",https://bradvisors.com/listings/?propertyId=851630-lease,Office Building,False,"980 - 5,562 SF",False,02110
"The Chelsea Portfolio, Chelsea, MA  02150",Chelsea,"Chelsea, MA",,https://bradvisors.com/listings/?propertyId=1089220-sale,Low-Rise/Garden,True,"10,742 SF",False,02150
"165 Gove Street, Boston, MA  02128",Boston,"Boston, MA",We will be collecting offers on a rolling basis. ,https://bradvisors.com/listings/?propertyId=1090059-sale,High-Rise,True,"6,288 SF",False,02128
"137 Newbury Street , Boston, MA  02116",Boston,"Boston, MA","Landlord to build 2 spec suite floors each 5,172 SF ",https://bradvisors.com/listings/?propertyId=1059900-lease,Office Building,False,"5,172 SF",False,02116
"388a Commonwealth Avenue, Boston, MA  02215",Boston,"Boston, MA","1,571 RSF on Garden Level",https://bradvisors.com/listings/?propertyId=1081967-lease,Office Condo,False,"1,571 SF",False,02215
"388a Commonwealth Avenue, Boston, MA  02215",Boston,"Boston, MA","1,571 RSF on Garden Level",https://bradvisors.com/listings/?propertyId=1081967-sale,Office Condo,True,"64,000 SF",False,02215
"81 Amory Street, Boston, MA  02119",Boston,"Boston, MA","Boston Realty Advisors is pleased to present the extraordinary opportunity to acquire 81 Amory Street. Located in Jamaica Plain between Amory Avenue and Amory Terrace, 81 Amory is situated in one of Boston’s fastest growing neighborhoods. This opportunity consists of 13,800 square feet of residential living in 12 units.
Jamaica Plain is home to an ever-growing, diverse community of families and young professionals. Home to some of Boston’s best green spaces such as the Arnold Arboretum and Jamaica Pond, 81 Amory takes advantage of both the city scape and suburban feel. This submarket is one of Boston’s fastest growing areas and has seen tremendous amounts of investment within its real estate, public spaces, and transportation.",https://bradvisors.com/listings/?propertyId=1087676-sale,High-Rise,True,"13,800 SF",False,02119
"28-34 Cherry Street, Shrewsbury, MA  01545",Shrewsbury,"Shrewsbury, MA","Boston Realty Advisors is pleased to present the extraordinary opportunity to acquire 28 and 34 Cherry Street.
Located at the intersection of the Boston Turnpike (Route 9) and Cherry Street, these plots are situated in one
of Boston’s main suburban veins. This offering consists of 7.32 acres of commercial-business zoned land within a
strong and ever-growing retail and residential node.

The Boston Turnpike is home to several retail power centers and a number of existing and new residential
developments. The commercial-business zoning makes these plots a viable option to add to this market and
work synergistically these uses. Neighboring Worcester, Shrewsbury and the Boston Turnpike have seen an
influx of economic development that has created a healthy real estate market throughout the neighborhood.

28 and 34 Cherry Street are available for sale on an “un-priced” basis. We will be conducting tours of the
property in the coming weeks with a “call-for-offers” to follow.",https://bradvisors.com/listings/?propertyId=1083042-sale,Office,True,7.32 Acres,False,01545
"1 Appleton Street, Boston, MA  02116",Boston,"Boston, MA","Boston Realty Advisors is pleased to present One Appleton Street in Boston for lease. Ideally located between Boston’s Back Bay and
eclectic South End neighborhoods, One Appleton offers convenient access to public transportation with the added benefit of on-site
underground parking. The building provides tenants tremendous efficiency and identity of a boutique building while maintaining a first class image and experience offered by larger and more expensive buildings in the market.",https://bradvisors.com/listings/?propertyId=874703-lease,Office Building,False,"4,645 SF",False,02116
"109-115 Broad Street, Boston, MA  02110",Boston,"Boston, MA","Boston Realty Advisors is excited to present 109-115 Broad Street for lease. This 7 story, 56,025 RSF brick and beam building offers true brick and beam full floor office suites with the unique and creative features and attributes that tenants demand in Boston.   

HIGHLIGHTS
Extensive Lobby Upgrades Planned for 2020.
Brick & Beam Office Space
Full Floor Suites.
Signage Capabilities and Private Entrance for 1st Floor Tenant
Flexible Term on Select Availabilities.
LOCATION
Nestled in the heart of an amenity rich area of the Financial District, tenants will benefit from the abundance of notable cafés to iconic pubs/bars to the long list of fast casual and sit down restaurants. Accessibility is key and 109-115 Broad Street connects tenants to ample parking garages, direct access to I-90 & I-93 and a short walk to all of Boston’s connected T-lines.    

FOR MORE INFORMATION, VISIT 115BROAD.COM.

Type: Downtown Office
Neighborhood: Financial District
Property Details:
6th Floor & Penthouse: 6,700 RSF
6th Floor & Mezzanine: 5,751 RSF
5th Floor: 4,200 RSF
3rd Floor: 3,354 RSF
2nd Floor: 3,354 RSF & 4,200 RSF",https://bradvisors.com/listings/?propertyId=842308-lease,Office Building,False,"3,354 - 6,700 SF",False,02110
"330 Washington Street, Boston, MA  02108",Boston,"Boston, MA",Boston Realty Advisors is very pleased to present beautiful turnkey office loft space available at 330 Washington Street. This building has been meticulously renovated and offers a truly incomparable high quality office experience with Class A ownership and management. 2 full floors are available now and can come furnished ready to go.,https://bradvisors.com/listings/?propertyId=1040133-lease,Office Building,False,"1,075 - 1,225 SF",False,02108
"236 Huntington Avenue, Boston, MA  02115",Boston,"Boston, MA","Boston Realty Advisors is pleased to present available space options at 236 Huntington Avenue. Located in the Back Bay, 236 Huntington Avenue is the perfect place to locate a small business. The building features small suites, lobby attendant and access to public transportation for an affordable price in the Back Bay.",https://bradvisors.com/listings/?propertyId=1042745-lease,Office Building,False,"329 - 2,741 SF",False,02115
"162-164 Canal Street , Boston, MA  02114",Boston,"Boston, MA","• Brand New Lobby & Floor Landing
• High Exposed Wood Beam Ceilings
• Brick Parameter Walls
• 3 Sides of Natural Light
• New Spec Suite Underway
• Ability to Expand on the Floor
• New Ownership & Management
• 5 Story Boutique Class B Office Building
• IT Providers – Comcast & Verizon",https://bradvisors.com/listings/?propertyId=1046158-lease,Office Building,False,"2,034 SF",False,02114
"400 Commonwealth Avenue, Boston, MA  02215",Boston,"Boston, MA","Entire Second Floor Condominium is Available For Sale (5214 SF)
Fully Built Out as Professional Services Office
Fits 8 - 24 People
Kitchen
Partitioned Offices
Storage 
Elevator Access
Parking Available",https://bradvisors.com/listings/?propertyId=842601-sale,Office Condo,True,"107,500 SF",False,02215
"400 Commonwealth Avenue, Boston, MA  02215",Boston,"Boston, MA","Priced to lease

Fully Built Out as Professional Services Office
Fits 8 - 24 People
Kitchen
Partitioned Offices
Storage
Elevator Access",https://bradvisors.com/listings/?propertyId=842601-lease,Office Condo,False,"5,214 SF",False,02215
"79/81 Newbury Street, Boston, MA  02116",Boston,"Boston, MA",Sublease,https://bradvisors.com/listings/?propertyId=875971-lease,Office Building,False,"1,200 SF",False,02116
"214-218 Cambridge Street , Boston, MA  02114",Boston,"Boston, MA","214-218 Cambridge Street is a boutique office building offering tenants creative loft style floor plates of 1,512 SF. Professional managed and operated building and handicap accessible. ",https://bradvisors.com/listings/?propertyId=891873-lease,Office Building,False,"1,512 SF",False,02114
"50 Franklin Street, Boston, MA  02110",Boston,"Boston, MA","Amenities

•  Prime Location near Downtown Crossing and Financial District, easily accessible to all points in Downtown Boston.

•  Convenient to public transportation, footsteps from State Street (Orange & Blue Lines), Government Center (Green & Blue Lines and Downtown Crossing (Red & Orange Lines). A ten-minute walk to North Station Commuter Rail and to South Station Commuter Rail & Amtrak.

•  Steps to several parking garages, area amenities including the Omni Parker House Hotel, Sweet Greens, Starbucks, Ruth Chris Steakhouse, Sam Lagrassa, CVS, and much more!

 Ideal Owner/User opportunity with a flexible floor plate to occupy all or portion of the floor and lease the remaining suites. 

Full floor renovation in 2007 into multiple stand-alone suites. 8,914 SF is currently vacant with flexible of the existing tenancy to remain or vacate by Fall 2021. 

",https://bradvisors.com/listings/?propertyId=840368-sale,Office Building,True,"12,916 SF",False,02110
"614-622 Massachusetts Ave, Cambridge, MA  02139",Cambridge,"Cambridge, MA","Boston Realty Advisors is pleased to offer 614-622 Massachusetts for lease. Located in Central Square, the heart of Cambridge and home to a vast array of world class fortune 500, growing technology and Lab/Pharma companies the building is ideally located for any office user looking to be in the action. Convenience is key and with an abundance of restaurants, fast food, convenience store, shopping, entertainment and most importantly public transportation; employees, clients and students have access to everything they need at the end of the their fingertips.     
",https://bradvisors.com/listings/?propertyId=842268-lease,Office Building,False,"1,700 - 4,600 SF",False,02139
"189 CAMBRIDGE STREET, Cambridge, MA  02141",Cambridge,"Cambridge, MA","189 CAMBRIDGE STREET offers +/- 8,000 SF of office space in the heart of East Cambridge,
America’s hub of innovation. Located just steps from the Lechmere Green Line T Station and
Cambridge Crossing, 1 mile from Downtown Boston, and 1.6 miles from I-93, the property is easily
accessible by public transportation, car, bike, and foot. Within walking distance of Kendall Square,
MIT, and Harvard University, the property sits amidst the densest concentration of intellectual
capital in the world including 62+ public companies with a combined market value of $170+ billion.
Area amenities include the Cambridgeside Galleria, the new 4.5MSF Cambridge Crossing mixed-use
development, and numerous dining and entertainment options. The property further offers onsite
and offsite parking, and new and active ownership currently repositioning the property to match the
dynamic neighborhood around it.",https://bradvisors.com/listings/?propertyId=842277-lease,Office Building,False,"1,000 SF",False,02141
"10 City Square, Charlestown, MA  02129",Charlestown,"Charlestown, MA",Boston Realty Advisors is pleased to offer three office suites for lease at Ten City Square in Charlestown. These rare opportunities offer users flexibility on terms and square footages while still exceeding expectation of a professionally managed Class B asset. ,https://bradvisors.com/listings/?propertyId=876679-lease,Office Building,False,"469 - 5,712 SF",False,02129
"18 TREMONT STREET, Boston, MA  02108",Boston,"Boston, MA","Type: Downtown Office
Listing Status: Sublease
Property Details: Availability: 5,072 SF
Floor: 3rd
Lease Rate: $39/SF
Lease Term: Through May 2023, Available Immediately",https://bradvisors.com/listings/?propertyId=842304-lease,Office Building,False,"5,072 SF",True,02108
"23 Chestnut Street, Foxborough, MA  02035",Foxborough,"Foxborough, MA","Boston Realty Advisors is pleased to present an exceptional opportunity to acquire Chestnut Green Apartments, a well-positioned 55-unit apartment community located in Foxborough, Massachusetts. Completed in 2008 Chestnut Green apartments was developed as part of a larger mixed-use project including 100,000 SF of Class A office space and 40,000 SF open air retail shops. The immediate neighborhood boasts a mix of single-family homes, townhomes, condominiums, neighborhood retail and commercial as well as 40+ acres of public recreation space for residents to enjoy. 

Located at the junction of Chestnut and Main Streets in Foxborough the architecturally significant building designed by architect Charles Brigham in 1889 includes a mix of one and two bedroom homes and two bedroom plus den units ranging in size from 727 SF to 2,305 SF and 110 surface parking spaces. Units feature high ceilings, abundant sunlight, stainless steel appliances, vinyl plank flooring, full tile baths and in unit W&D. Building amenities include a fitness center, internet library, dog play area, billiards room and barbecue area.

Conveniently located between Boston Providence and Worcester with easy access to I-495, I-95 and Route 1 Chestnut Green Apartments is a prime commuter location. Furthermore, the urban asset is 50 minutes from Downtown Boston via the MBTA Commuter Rail located less than 10 minutes away at either the Mansfield or Sharon stations. The attractive commuter location and high concentration of quality employment in the immediate area coupled with the presence of destination living amenities and commuters’ conveniences makes Chestnut Green Apartments a highly desirable apartment community.

Chestnut Green Apartments is currently 100% leased with extremely low historical turnover due to the strength of the submarket and below market in-place rents. The property could benefit from common area improvements and significant rent increases on future renewals and new leases allowing future ownership to capitalize on the rising rents in the area. Additionally, the property offers assumable in-place debt with attractive rate & terms. 

Boston Realty Advisors is proud to present this opportunity on an unpriced basis We will be conducting tours of the property in the upcoming weeks with a “call-for-offers” to follow.",https://bradvisors.com/listings/?propertyId=1065288-sale,Low-Rise/Garden,True,"65,740 SF",False,02035
"519 Albany Street, Boston, MA  02110",Boston,"Boston, MA","Boston Realty Advisors is pleased to present the extraordinary opportunity to acquire 519 Albany Street. Located in the South End between Malden and Wareham Street, 519 Albany is situated in one of Boston’s fastest growing neighborhoods. This opportunity consists of 3,189 square feet of multi-tenant occupied office space on floor one, and 7,272 square feet of office/retail space on floor two.
With the approval of new construction on Albany Street, the area will be welcoming Exchange South End offering 1.6 million square feet of life science and retail space to the expanding neighborhood. This new development will provide high daytime foot traffic and a new look to Albany Street, making 519 Albany an incredibly desirable acquisition opportunity.",https://bradvisors.com/listings/?propertyId=1077085-sale,Office Building,True,"10,460 SF",False,02110
"22 Pratt Street, Allston, MA  02134",Allston,"Allston, MA","- 25,126 SF INFILL INDUSTRIAL PROPERTY
- INCLUDES 2,469 SF MEZZANINE OFFICE
- 15’4” CLEAR HEIGHT IN HEATED WAREHOUSE
- 5 LOADING DOCKS (3 COVERED AND SECURED)
- 132 VEHICULAR PARKING SPACES
- ZONED LI-1
- 400AMPS 4V3P
- 2.2 ACRE SITE WITH SECURED GATED FENCE
- AVAILABLE 8/1/22",https://bradvisors.com/listings/?propertyId=1065021-lease,Manufacturing,False,"25,126 SF",False,02134
"141 Linden Street, Wellesley, MA  02482",Wellesley,"Wellesley, MA",Retail/Office/Flex,https://bradvisors.com/listings/?propertyId=892121-lease,Street Retail,False,"2,200 SF",False,02482
"9 Unit Multifamily Portfolio, Jamaica Plain, MA  ",Jamaica Plain,"Jamaica Plain, MA","Boston Realty Advisors is pleased to present the opportunity to acquire two turn-key multifamily assets located in Jamaica Plain, Boston, MA. The properties are located at 78-80 Rossmore Road and 189 Chestnut Avenue. 78-80 Rossmore Road consists of three, condo-quality three-bedroom two-bathroom units with driveway for parking. 189 Chestnut Avenue consists of six, condo-quality two-bedroom one-bathroom units which also offers off-street parking. Both assets were redeveloped over the past five years and offer tenants a high-quality units in burgeoning submarket of Boston, MA. The portfolio offers investors the opportunity to increase rents from the low in-place pandemic era rates. ",https://bradvisors.com/listings/?propertyId=1052733-sale,Low-Rise/Garden,True,"7,875 SF",False,
"60 Unit Multifamily Portfolio | Back Bay & South End, Boston, MA  ",Boston,"Boston, MA","Boston Realty Advisors is pleased to present the extraordinary opportunity to acquire Le Relance Residences. Le Relance Residences consist of a curated collection of 56 market rate residential units and 4 retail spaces spread throughout 6 buildings. Located in the Back Bay and South End neighborhoods of Boston, MA, Le Relance Residences is comprised of an ideal unit mix of studio – three-bedroom apartments and are advantageously situated in one of the most thriving medical and academic communities in the world. This portfolio presents the rare opportunity to own large scale generational assets with immediate value-add potential. Surrounded by outstanding colleges & universities that Boston is infamous for, this collection of assets is at the nucleus of a robust employment hub and student haven. Each building is within walking distance or a short train ride to the Financial District, Longwood Medical Area and the Back Bay.
Additionally, the portfolio is bordered by an academic mecca which includes Northeastern University, Boston University and Wentworth Institute of Technology, all of which can be accessed by walking or the multiple MBTA stations that comprise the area.",https://bradvisors.com/listings/?propertyId=1052693-sale,Low-Rise/Garden,True,"100,000 SF",False,
"151 Merrimac Street, Boston, MA  02114",Boston,"Boston, MA","Boston Realty Advisors is pleased to present an exceptional investment opportunity located at 151 Merrimac Street in Boston, MA. The property consists of 43,931 square feet of office space over ground-floor retail, prominently situated at the gateway to the North Station submarket. The building is 77.4% leased and offers tenants versatile layouts with three walls of windows and accommodative, 6,800 square foot floor plates. 151 Merrimac offers investors a highly visible, prominent piece of real estate in one of the most active neighborhoods in the city.

151 Merrimac is situated along a highly traveled vehicular and pedestrian corridor, steps from the Hub on Causeway, a transformative development in the North Station area. The HUB on Causeway is a new, 1.9 million square foot mixed use center. Just a short walk away, HYM Investment Group is planning a 2.9 million square foot redevelopment of the Government Center Garage to include office and retail. The North Station area is also benefiting from significant infrastructure improvements including the North Washington Street Bridge project, also known as the Charlestown Bridge, which is undergoing a $200 million replacement that is expected to be completed in 2023.",https://bradvisors.com/listings/?propertyId=1030960-sale,Office Building,True,"43,931 SF",False,02114
"310 Washington Street, Quincy, MA  02169",Quincy,"Quincy, MA","Boston Realty Advisors is pleased to present the opportunity to acquire 310 Washington Street, located in Quincy, MA. Currently an industrial building sitting on 30,000+ square feet of land, the site provides great opportunity for prospective investors to utilize the existing structure or redevelop the site.
Quincy, Boston’s largest immediate southern suburb, is known for being a strong corporate, retail and residential community. Quincy is considered to be at the epicenter of development and an increasingly sought-after destination due to its diverse community, convenient transportation access and overall proximity to surrounding areas. Located only 11 miles from downtown Boston and just a short drive to several thriving neighborhoods, Quincy offers easy access to a broad range of shopping and dining amenities. 310 Washington less than a mile from the nearest MBTA station, offering residents an easy commute to Boston.
310 Washington is offered for sale on an unpriced basis. We will be conducting tours of the property in the upcoming weeks with a “call-for-offers” to follow.",https://bradvisors.com/listings/?propertyId=1013332-sale,Multifamily,True,"30,492 SF",False,02169
"125 Library Street, Chelsea, MA  02150",Chelsea,"Chelsea, MA","Boston Realty Advisors is pleased to present the opportunity to acquire 125-139 Library Street, a development opportunity in Chelsea, Massachusetts. The offering consists of a 11,000 sf building situated across 5 contiguous parcels totaling 18,295sf. This opportunity provides both developers and owner-occupiers multiple paths to revenue and a chance to partake in the burgeoning Chelsea market. 

125-139 Library Street is located within the rapidly evolving Chelsea sub-market that is experiencing an influx of new investors and developers. The site benefits from being in the Residential Planned Overlay District (RPOD), which encourages the development of multi-family housing. The neighborhood has already seen multiple successful housing developments which have revitalized the immediate area.   

The building’s efficient layout has previously hosted light industrial, recreational and office uses on the site. With upgraded heating and sprinkler systems, 10’ clear heights and ADA compliance, 125-139 Library Street is primed for a number of different uses.  
 
125-139 Library Street is offered for sale on an unpriced basis. We will be conducting tours of the property in the coming weeks with a call-for-offers to follow. ",https://bradvisors.com/listings/?propertyId=1028662-sale,Office,True,"18,259 SF",False,02150
